編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVPMLLLOHGGFAD08CC,28,20.00,住商用,鋼筋混凝土造,82年4月21日,四層,
RPWOMLLLOHGGFAD08CC,31,19.55,住家用,鋼筋混凝土造,79年6月15日,六層,
RPWOMLLLOHGGFAD08CC,31,4.80,共有部分,鋼筋混凝土造,79年6月15日,六層,
RPWOMLLLOHGGFAD08CC,31,4.41,共有部分,鋼筋混凝土造,79年6月15日,六層,
RPTOMLLLOHGGFAD77CC,40,79.86,住家用,鋼筋混凝土造,70年3月14日,四層,
RPTOMLLLOHGGFAD77CC,40,15.19,共有部分,鋼筋混凝土造,70年3月14日,四層,
RPSOMLLLOHGGFAD67CC,31,22.22,住家用,鋼筋混凝土造,79年4月4日,六層,
RPSOMLLLOHGGFAD67CC,31,2.90,共有部分,鋼筋混凝土造,79年4月4日,六層,
RPSOMLLLOHGGFAD67CC,31,6.82,共有部分,鋼筋混凝土造,79年4月4日,六層,
RPPQMLLLOHGGFAD57CC,45,110.14,住家用,加強磚造,65年5月17日,二層,
RPPOMLLLOHGGFAD37CC,10,127.91,集合住宅,鋼筋混凝土構造,100年3月10日,十四層,
RPPOMLLLOHGGFAD37CC,10,79.33,本共有部分之項目包括防空避難室兼停車空間、警衛室、圖書館、社區集會空間、管委會辦公室、樓梯間、突出物（機械室、水箱）、透空開放空間、過樑、門廳、陽台、走廊等１３項。,鋼筋混凝土構造,100年3月10日,十四層,
RPUNMLNLOHGGFCD18CC,42,181.88,住家用,鋼筋混凝土造,68年3月15日,三層,
RPTOMLOLOHGGFKD09CC,26,40.48,辦公室。,鋼筋混凝土造,84年3月31日,十五層,
RPTOMLOLOHGGFKD09CC,26,8.86,共有部分,鋼筋混凝土造,84年3月31日,十五層,
RPRNMLPLOHGGFCD08CC,40,80.63,住家用,鋼筋混凝土造,70年10月29日,五層,
RPRNMLPLOHGGFCD08CC,40,6.61,共有部分,鋼筋混凝土造,70年10月29日,五層,
RPUOMLPLOHGGFKD66CC,36,165.28,工業用,鐵造,74年11月20日,一層,
RPQNMLPLOHGGFJD68CC,35,98.90,住家用,加強磚造,75年10月9日,二層,
RPOOMLPLOHGGFCD87CC,25,24.73,住家用,鋼筋混凝土造,85年4月26日,八層,
RPOOMLPLOHGGFCD87CC,25,4.04,共有部分,鋼筋混凝土造,85年4月26日,八層,
RPOOMLPLOHGGFCD87CC,25,5.04,共有部分,鋼筋混凝土造,85年4月26日,八層,
RPPOMLPLOHGGFCD97CC,29,74.09,住家用,鋼筋混凝土造,81年9月22日,五層,
RPPOMLPLOHGGFCD97CC,29,19.43,共有部分,鋼筋混凝土造,81年9月23日,五層,
RPPOMLPLOHGGFCD97CC,29,18.42,共有部分,鋼筋混凝土造,81年9月22日,五層,
RPROMLSLOHGGFBD38CC,16,17.00,住宅，停車空間,鋼筋混凝土造,94年5月27日,三層,
RPTOMLPLOHGGFCD38CC,33,228.74,住商用,鋼筋混凝土造,77年5月23日,三層,
RPTPMLPLOHGGFBD38CC,10,282.84,住家用,鋼筋混凝土造,100年6月13日,四層,
RPTPMLPLOHGGFBD38CC,13,.20,集合住宅,鋼筋混凝土造,97年11月28日,一層,
RPWNMLTLOHGGFAD78CC,27,89.14,住家用,鋼筋混凝土造,83年10月19日,十三層,
RPWNMLTLOHGGFAD78CC,27,12.29,共有部分,鋼筋混凝土造,83年10月19日,十三層,
RPWNMLTLOHGGFAD78CC,27,14.01,共有部分,鋼筋混凝土造,83年10月19日,十三層,
RPWNMLTLOHGGFAD78CC,27,28.64,共有部分,鋼筋混凝土造,83年10月19日,十三層,
RPQQMLMLOHGGFAD77CC,26,60.41,住家用,鋼筋混凝土造,84年9月12日,十八層,
RPQQMLMLOHGGFAD77CC,26,10.04,共有部分,鋼筋混凝土造,84年9月12日,十八層,
RPQQMLMLOHGGFAD77CC,26,8.25,共有部分,鋼筋混凝土造,84年9月12日,十八層,
RPUNMLTLOHGGFAD58CC,24,186.27,住商用,鋼筋混凝土造,86年12月4日,三層,
RPQQMLTLOHGGFAD48CC,14,49.85,集合住宅,鋼筋混凝土造,96年7月19日,十四層,
RPQQMLTLOHGGFAD48CC,14,9.83,共有部分,鋼筋混凝土造,96年7月19日,十四層,
RPQQMLTLOHGGFAD48CC,14,11.95,共有部分,鋼筋混凝土造,96年7月19日,十四層,
RPVOMLTLOHGGFAD78CC,6,72.63,集合住宅,鋼筋混凝土構造,104年11月5日,二十四層,
RPVOMLTLOHGGFAD78CC,6,30.74,本共有部分之項目：有樓梯間、門廊、門廳、管委會使用空間、防災中心、停車空間、防空避難室、車道、游泳池、機房自來水池等項,鋼筋混凝土構造,104年11月5日,二十四層,
RPXPMLMLOHGGFAD38CC,51,76.92,住家用,加強磚造,58年12月22日,二層,
RPQNMLMLOHGGFAD47CC,10,114.77,集合住宅,鋼筋混凝土構造,100年3月10日,十二層,
RPQNMLMLOHGGFAD47CC,10,71.20,本共有部分之項目包括防空避難室兼停車空間、警衛室、圖書館、社區集會空間、管委會辦公室、樓梯間、突出物（機械室、水箱）、透空開放空間、過樑、門廳、陽台、走廊等１３項。,鋼筋混凝土構造,100年3月10日,十四層,
RPQTMLOLOHGGFAD28CC,34,72.08,住家用,鋼筋混凝土造,76年10月30日,七層,
RPQTMLOLOHGGFAD28CC,34,25.39,共有部分,鋼筋混凝土造,76年10月30日,七層,
RPVOMLTLOHGGFBD88CC,41,89.25,住商用,加強磚造,69年12月17日,二層,
RPROMLTLOHGGFHD09CC,4,59.21,店舖、出租宿舍、停車空間,鋼筋混凝土造,106年5月5日,四層,
RPOOMLTLOHGGFCD28CC,46,91.76,住家用,加強磚造,64年10月18日,二層,
RPXOMLTLOHGGFBD09CC,24,133.23,住宅．法定停車空間,鋼筋混凝土造,86年8月11日,四層,
RPSOMLTLOHGGFHD56CC,3,139.48,住家用,鋼筋混凝土造,107年3月16日,三層,
RPTNMLTLOHGGFCD68CC,30,55.14,住家用,鋼筋混凝土造,80年8月27日,六層,
RPTNMLTLOHGGFCD68CC,30,41.56,共有部分,鋼筋混凝土造,80年8月27日,六層,
RPSNMLTLOHGGFID56CC,30,193.36,住家用,鋼筋混凝土造,80年12月12日,四層,
RPTOMLTLOHGGFKD96CC,14,118.15,住商用,鋼筋混凝土造,96年6月4日,四層,
RPVOMLTLOHGGFKD17CC,7,16.53,停車空間，住宅,鋼筋混凝土構造,103年7月15日,四層,
RPWOMLTLOHGGFKD27CC,28,26.45,住商用,鋼筋混凝土造,82年8月20日,十二層,
RPWOMLMLOHGGFAD18CC,24,26.04,住家用,鋼筋混凝土造,85年12月2日,十九層,
RPWOMLMLOHGGFAD18CC,24,2.21,共有部分,鋼筋混凝土造,85年12月2日,十九層,
RPWOMLMLOHGGFAD18CC,24,5.19,共有部分,鋼筋混凝土造,85年12月2日,十九層,
RPSPMLTLOHGGFKD96CC,24,26.69,住家用,鋼筋混凝土造,86年1月28日,十九層,
RPSPMLTLOHGGFKD96CC,24,3.30,共有部分,鋼筋混凝土造,86年1月28日,十九層,
RPSPMLTLOHGGFKD96CC,24,5.05,共有部分,鋼筋混凝土造,86年1月28日,十九層,
RPWQMLTLOHGGFKD47CC,,56.11,共有部分之項目：有門廊，樓梯間，陽台，機械室，水箱，防空避難室兼停車空間，停車空間等７項,鋼筋混凝土構造,110年2月4日,二十一層,
RPWQMLTLOHGGFKD47CC,,69.66,集合住宅,鋼筋混凝土構造,110年2月4日,二十一層,
RPVQMLTLOHGGFKD37CC,2,60.40,住家用,鋼筋混凝土構造,108年1月22日,五層,
RPVQMLTLOHGGFKD37CC,2,24.84,共有部份之項目有：停車空間、樓電梯間、管理維護使用空間、樓梯間、昇降機機械室等５項,鋼筋混凝土構造,108年1月22日,五層,
RPVQMLTLOHGGFKD37CC,2,11.77,共有部份之項目有：第２～５層樓電梯間、梯廳部份等２項,鋼筋混凝土構造,108年1月22日,五層,
RPQPMLTLOHGGFKD76CC,24,26.69,住家用,鋼筋混凝土造,86年1月28日,十九層,
RPQPMLTLOHGGFKD76CC,24,3.30,共有部分,鋼筋混凝土造,86年1月28日,十九層,
RPQPMLTLOHGGFKD76CC,24,5.05,共有部分,鋼筋混凝土造,86年1月28日,十九層,
RPOPMLTLOHGGFKD56CC,26,102.44,住家用,鋼筋混凝土造,84年1月9日,八層,
RPOPMLTLOHGGFKD56CC,26,41.87,共有部分,鋼筋混凝土造,84年1月9日,八層,
RPOPMLTLOHGGFKD56CC,26,15.17,共有部分,鋼筋混凝土造,84年1月9日,八層,
RPQQMLKMOHGGFKD68CC,26,50.58,辦公室。,鋼筋混凝土造,84年3月31日,十五層,
RPQQMLKMOHGGFKD68CC,26,10.63,共有部分,鋼筋混凝土造,84年3月31日,十五層,
RPUPMLTLOHGGFKD17CC,7,16.53,停車空間，住宅,鋼筋混凝土構造,103年7月15日,四層,
RPQPMLKMOHGGFKD58CC,23,41.48,住家用,鋼筋混凝土造,87年10月26日,十一層,
