編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLNKIIGGFDC87CC,3,93.35,集合住宅,鋼筋混凝土造,108年2月12日,十四層,
RPVNMLNKIIGGFDC67CC,39,114.17,住家用,鋼筋混凝土造,72年3月16日,五層,
RPQOMLNKIIGGFDC27CC,30,117.39,住家用,鋼筋混凝土造,80年12月17日,七層,
RPPOMLNKIIGGFDC17CC,26,79.75,住家用,鋼筋混凝土造,84年8月8日,六層,
RPOPMLNKIIGGFDC17CC,40,97.15,住家用,鋼筋混凝土造,70年9月14日,五層,
RPSOMLKLIIGGFDC27CC,6,51.68,集合住宅,鋼筋混凝土造,105年1月24日,十八層,
RPSOMLKLIIGGFDC27CC,6,.50,本共有部分之項目為受水池、安全梯、受水池機房、社區水箱、迴廊等共５項。,鋼筋混凝土造,105年1月24日,二十三層,
RPSOMLKLIIGGFDC27CC,6,21.12,本共有部分之項目為排煙室、特別安全梯、緊急昇降機、機房、樓梯間、消防水箱、水箱、電梯機房、消防中繼機房、陽台、中繼室、中繼自來水箱、雨遮、中繼消防水箱、消防泵浦室、機電空間、安全梯  、發電機室、電信室、台電配電場所、大廳、行動不便者電梯、電梯  、１Ｆ門廳、２Ｆ門廳、３Ｆ門廳、台電管道間、消防幫浦室、泵浦  、走道、停車空間、配電箱、資源回收區、４Ｆ門廳、廚餘冷藏室、  不可回收垃圾區、緊急升降機、梯廳、電信機房、５Ｆ門廳、防空避難室兼停車空間、台電專用管道、雨水回收區、雨水收集槽、雨水回收及噴灌機房、６Ｆ門廳、游泳池及中庭景觀池機房、消防幫浦機房  、電信機房室、垃圾處理空間、７Ｆ門廳、機車位、社區中心、防災中心、水景機房等共５５項。,鋼筋混凝土造,105年1月24日,二十五層,
RPWOMLSLIIGGFDC48CC,34,111.47,住商用,鋼筋混凝土造,76年12月4日,五層,
RPROMLSLIIGGFDC97CC,25,83.18,住家用,鋼筋混凝土造,85年11月19日,五層,
RPTOMLQLIIGGFDC97CC,43,106.68,商業用,鋼筋混凝土造,67年6月17日,五層,
