編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTPMLKKJIGGFBG67CC,4,40.31,集合住宅,鋼筋混凝土造,107年4月2日,十二層,
RPTNMLLKJIGGFBG57CC,28,93.67,住家用,鋼筋混凝土造,83年1月12日,七層,
RPTNMLLKJIGGFBG57CC,28,21.25,共有部份,鋼筋混凝土造,83年1月12日,七層,
RPTNMLLKJIGGFBG57CC,28,20.95,共有部份,鋼筋混凝土造,83年1月12日,七層,
RPOOMLLKJIGGFBG17CC,41,97.06,住家用,鋼筋混凝土加強磚造,70年3月19日,四層,
RPOOMLLKJIGGFBG17CC,41,8.68,共有部份,鋼筋混凝土造,70年3月19日,四層,
RPPOMLLKJIGGFBG27CC,27,70.20,住家用,鋼筋混凝土造,84年1月27日,七層,
RPPOMLLKJIGGFBG27CC,27,1.15,共有部份,鋼筋混凝土造,84年1月27日,七層,
RPPOMLLKJIGGFBG27CC,27,12.24,共有部份,鋼筋混凝土造,84年1月27日,七層,
RPROMLMKJIGGFAG47CC,26,50.90,住家用,鋼筋混凝土造,84年5月27日,五層,
RPROMLMKJIGGFAG47CC,26,9.02,梯間、共同使用部份,鋼筋混凝土造,84年5月27日,五層,
RPVOMLSKJIGGFBG58CC,27,107.90,辦公室,鋼筋混凝土造,83年8月20日,十二層,
RPVOMLPKJIGGFBG28CC,38,67.32,住家用,鋼筋混凝土造,73年1月16日,三層,
RPVOMLRKJIGGFBG48CC,5,205.04,集合住宅、停車空間,鋼筋混凝土造,105年6月17日,三層,
RPUNMLRKJIGGFBG28CC,38,63.02,住家用,鋼筋混凝土造,73年1月10日,四層,
RPUNMLRKJIGGFBG28CC,38,6.45,共有部份,鋼筋混凝土造,73年1月10日,四層,
RPTOMLTKJIGGFAG38CC,5,196.01,停車空間、住宅、樓梯間,鋼骨鋼筋混凝土造,105年10月5日,三層,
RPRNMLTLRHGGFBG98CC,53,50.64,住家用,鋼筋混凝土加強磚造,57年5月11日,二層,
RPRNMLTLRHGGFBG98CC,,84.24,住家用,鋼筋混凝土加強磚造,,二層,
